Frame,R,G,B,WW,CW
628,0,0,0,0,0
629,0,0,0,0,0
630,255,0,0,0,0
631,255,0,0,0,0
632,255,0,0,0,0
633,255,0,0,0,0
634,255,0,0,0,0
635,255,0,0,0,0
636,255,0,0,0,0
637,255,0,0,0,0
638,255,0,0,0,0
639,255,0,0,0,0
640,255,0,0,0,0
641,255,0,0,0,0
642,255,0,0,0,0
643,255,0,0,0,0
644,255,0,0,0,0
645,255,0,0,0,0
646,255,0,0,0,0
647,255,0,0,0,0
648,255,0,0,0,0
649,255,0,0,0,0
650,255,0,0,0,0
651,255,0,0,0,0
652,255,0,0,0,0
653,255,0,0,0,0
654,0,255,255,0,0
655,0,255,255,0,0
656,0,255,255,0,0
657,0,255,255,0,0
658,0,255,255,0,0
659,0,255,255,0,0
660,0,255,255,0,0
661,0,255,255,0,0
662,0,255,255,0,0
663,0,255,255,0,0
664,0,255,255,0,0
665,0,255,255,0,0
666,0,255,255,0,0
667,0,255,255,0,0
668,0,255,255,0,0
669,0,255,255,0,0
670,0,255,255,0,0
671,0,255,255,0,0
672,0,255,255,0,0
673,0,255,255,0,0
674,0,255,255,0,0
675,0,255,255,0,0
676,0,255,255,0,0
677,0,255,255,0,0
678,0,255,255,0,0
679,0,255,255,0,0
680,0,255,255,0,0
681,0,255,255,0,0
682,0,255,255,0,0
683,0,255,255,0,0
684,0,255,255,0,0
685,0,255,255,0,0
686,0,255,255,0,0
687,0,255,255,0,0
688,0,255,255,0,0
689,0,255,255,0,0
690,0,255,255,0,0
691,0,255,255,0,0
692,0,255,255,0,0
693,0,255,255,0,0
694,0,255,255,0,0
695,0,255,255,0,0
696,0,255,255,0,0
697,0,255,255,0,0
698,0,255,255,0,0
699,0,255,255,0,0
700,0,255,255,0,0
701,0,255,255,0,0
702,0,255,255,0,0
703,0,255,255,0,0
704,0,255,255,0,0
705,222,203,151,0,0
706,222,203,151,0,0
707,222,203,151,0,0
708,222,203,151,0,0
709,222,203,151,0,0
710,255,255,0,0,0
711,255,255,0,0,0
712,255,255,0,0,0
713,255,255,0,0,0
714,255,255,0,0,0
715,255,255,0,0,0
716,255,255,0,0,0
717,255,255,0,0,0
