Frame,R,G,B,WW,CW
266,61,18,0,36,0
267,60,18,0,36,0
268,58,17,0,35,0
269,57,16,0,34,0
270,56,15,0,33,0
271,55,15,0,32,0
272,53,14,0,31,0
273,52,13,0,30,0
274,51,12,0,30,0
275,50,12,0,29,0
276,49,11,0,28,0
277,47,10,0,27,0
278,46,10,0,26,0
279,45,9,0,25,0
280,44,8,0,25,0
281,43,7,0,24,0
282,42,7,0,23,0
283,40,6,0,22,0
284,39,5,0,21,0
285,38,5,0,20,0
286,37,4,0,20,0
287,36,3,0,19,0
288,35,3,0,18,0
289,34,2,0,17,0
290,32,1,0,17,0
291,31,1,0,16,0
292,30,0,0,15,0
293,29,0,0,14,0
294,28,0,0,13,0
295,27,-1,0,13,0
296,26,-2,0,12,0
297,25,-2,0,11,0
298,24,-3,0,11,0
299,23,-4,0,10,0
300,22,-4,0,9,0
301,21,-5,0,8,0
302,20,-5,0,8,0
303,19,-6,0,7,0
304,18,-7,0,6,0
305,17,-7,0,6,0
306,16,-8,0,5,0
307,15,-8,0,4,0
308,14,-9,0,4,0
309,13,-9,0,3,0
310,12,-10,0,2,0
311,11,-11,0,2,0
312,10,-11,0,1,0
313,9,-12,0,0,0
314,8,-12,0,0,0
315,7,-13,0,0,0
316,7,-13,0,-1,0
317,6,-14,0,-1,0
318,5,-14,0,-2,0
319,4,-15,0,-2,0
320,3,-15,0,-3,0
321,2,-16,0,-3,0
322,2,-16,0,-4,0
323,1,-17,0,-5,0
324,0,-17,0,-5,0
325,0,-18,0,-6,0
326,0,-18,0,-6,0
327,-1,-18,0,-7,0
328,-2,-19,0,-7,0
329,-3,-19,0,-8,0
330,-3,-20,0,-8,0
331,-4,-20,0,-9,0
332,-5,-21,0,-9,0
333,-5,-21,0,-10,0
334,-6,-21,0,-10,0
335,-7,-22,0,-10,0
336,-7,-22,0,-11,0
337,-8,-22,0,-11,0
338,-8,-23,0,-12,0
339,-9,-23,0,-12,0
340,-9,-23,0,-12,0
341,-10,-24,0,-13,0
342,-11,-24,0,-13,0
343,-11,-24,0,-14,0
344,-12,-25,0,-14,0
345,-12,-25,0,-14,0
346,-12,-25,0,-15,0
347,-13,-26,0,-15,0
348,-13,-26,0,-15,0
349,-14,-26,0,-16,0
350,-14,-26,0,-16,0
351,-15,-27,0,-16,0
352,-15,-27,0,-16,0
353,-15,-27,0,-17,0
