Frame,R,G,B,WW,CW
359,21,0,98,0,63
360,21,0,98,0,63
361,21,0,98,0,63
362,21,0,98,0,63
363,21,0,98,0,63
364,21,0,98,0,63
365,21,0,98,0,63
366,21,0,98,0,63
367,21,0,98,0,63
368,21,0,98,0,63
369,21,0,98,0,63
370,21,0,98,0,63
371,21,0,96,0,78
372,21,0,96,0,78
373,21,0,96,0,78
374,21,0,96,0,78
375,21,0,96,0,78
376,21,0,96,0,78
377,21,0,96,0,78
378,21,0,96,0,78
379,21,0,96,0,78
380,21,0,96,0,78
381,21,0,96,0,78
382,21,0,96,0,78
383,21,0,96,0,78
384,21,0,96,0,78
385,21,0,96,0,78
386,21,0,96,0,78
387,21,0,96,0,78
388,21,0,96,0,78
389,21,0,96,0,78
390,21,0,96,0,78
391,21,0,96,0,78
392,21,0,96,0,78
393,21,0,96,0,78
394,21,0,96,0,78
395,21,0,96,0,78
396,21,0,96,0,78
397,21,0,96,0,78
398,21,0,96,0,78
399,21,0,96,0,78
400,21,0,96,0,78
401,21,0,96,0,78
402,21,0,96,0,78
403,21,0,96,0,78
404,21,0,96,0,78
405,21,0,96,0,78
406,21,0,96,0,78
407,21,0,96,0,78
408,21,0,96,0,78
409,17,0,91,0,89
410,17,0,91,0,89
411,17,0,91,0,89
412,17,0,91,0,89
413,17,0,91,0,89
414,17,0,91,0,89
415,17,0,91,0,89
416,17,0,91,0,89
417,17,0,91,0,89
418,17,0,91,0,89
419,17,0,91,0,89
420,17,0,91,0,89
421,17,0,91,0,89
422,17,0,91,0,89
423,17,0,91,0,89
424,17,0,91,0,89
425,17,0,91,0,89
426,17,0,91,0,89
427,17,0,91,0,89
428,17,0,91,0,89
429,17,0,91,0,89
430,17,0,91,0,89
431,17,0,91,0,89
432,17,0,91,0,89
433,17,0,91,0,89
434,17,0,91,0,89
435,17,0,91,0,89
436,17,0,91,0,89
437,17,0,91,0,89
438,17,0,91,0,89
439,17,0,91,0,89
440,17,0,91,0,89
441,17,0,91,0,89
442,17,0,91,0,89
443,17,0,91,0,89
444,17,0,91,0,89
445,17,0,91,0,89
446,17,0,91,0,89
447,17,0,91,0,89
448,17,0,91,0,89
449,34,0,184,0,138
450,34,0,184,0,138
451,34,0,184,0,138
452,34,0,184,0,138
453,34,0,184,0,138
454,34,0,184,0,138
455,34,0,184,0,138
456,34,0,184,0,138
457,34,0,184,0,138
458,34,0,184,0,138
459,34,0,184,0,138
460,34,0,184,0,138
461,34,0,184,0,138
462,34,0,184,0,138
463,34,0,184,0,138
464,34,0,184,0,138
465,34,0,184,0,138
466,34,0,184,0,138
467,34,0,184,0,138
468,34,0,184,0,138
469,34,0,184,0,138
470,34,0,184,0,138
471,34,0,184,0,138
472,34,0,184,0,138
473,34,0,184,0,138
474,34,0,184,0,138
475,34,0,184,0,138
476,34,0,184,0,138
477,34,0,184,0,138
478,34,0,184,0,138
479,34,0,184,0,138
480,34,0,184,0,138
481,34,0,184,0,138
482,34,0,184,0,138
483,34,0,184,0,138
484,34,0,184,0,138
485,34,0,184,0,138
486,34,0,184,0,138
487,34,0,184,0,138
488,34,0,184,0,138
489,34,0,184,0,138
490,34,0,184,0,138
491,34,0,184,0,138
492,34,0,184,0,138
493,34,0,184,0,138
494,34,0,184,0,138
495,34,0,184,0,138
496,34,0,184,0,138
497,34,0,184,0,138
498,34,0,184,0,138
499,34,0,184,0,138
500,34,0,184,0,138
501,34,0,184,0,138
502,34,0,184,0,138
503,34,0,184,0,138
504,34,0,184,0,138
505,34,0,184,0,138
506,34,0,184,0,138
507,34,0,184,0,138
508,34,0,184,0,138
509,34,0,184,0,138
510,34,0,184,0,138
511,34,0,184,0,138
512,34,0,184,0,138
513,34,0,184,0,138
514,34,0,184,0,138
515,34,0,184,0,138
516,34,0,184,0,138
517,34,0,184,0,138
518,34,0,184,0,138
519,20,0,110,0,63
520,20,0,110,0,63
521,20,0,110,0,63
522,20,0,110,0,63
523,20,0,110,0,63
524,20,0,110,0,63
525,20,0,110,0,63
526,20,0,110,0,63
527,20,0,110,0,63
528,20,0,110,0,63
529,20,0,110,0,63
530,20,0,110,0,63
531,20,0,110,0,63
532,20,0,110,0,63
533,20,0,110,0,63
534,20,0,110,0,63
535,20,0,110,0,63
536,20,0,110,0,63
537,20,0,110,0,63
538,20,0,110,0,63
539,20,0,110,0,63
540,20,0,110,0,63
541,20,0,110,0,63
542,20,0,110,0,63
543,20,0,110,0,63
544,20,0,110,0,63
545,20,0,110,0,63
546,20,0,110,0,63
547,20,0,110,0,63
548,20,0,110,0,63
549,20,0,110,0,63
550,20,0,110,0,63
551,20,0,110,0,63
552,20,0,110,0,63
553,20,0,110,0,63
554,20,0,110,0,63
555,20,0,110,0,63
556,20,0,110,0,63
557,20,0,110,0,63
558,20,0,110,0,63
559,20,0,110,0,63
560,20,0,110,0,63
561,20,0,110,0,63
562,20,0,110,0,63
563,20,0,110,0,63
564,20,0,110,0,63
565,20,0,110,0,63
566,20,0,110,0,63
567,20,0,110,0,63
